,meituan_name,meituan_spec,top_matches
20319686677,旺旺 碎冰冰 78g／支【口味随机】,78g*1支,"[{'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.46}, {'matched_elme_id': 950658656253, 'matched_elme_name': '脉动 维生素饮料 600ml/瓶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.402}, {'matched_elme_id': 950656340154, 'matched_elme_name': '【口味随机】东方树叶 0卡茶饮料 500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.4007}]"
20594652316,康师傅 低糖绿茶饮料 1l_瓶【红绿随机】,1l*1瓶,"[{'matched_elme_id': 950094933365, 'matched_elme_name': '康师傅 低糖绿茶饮料 1l/瓶【红绿随机】', 'matched_elme_spec': nan, 'similarity_score': 0.9467}, {'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.2048}, {'matched_elme_id': 950658656253, 'matched_elme_name': '脉动 维生素饮料 600ml/瓶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.1409}]"
20595171196,康师傅红茶茶饮料 500毫升_瓶【口味随机】,500毫升*1瓶,"[{'matched_elme_id': 949475110648, 'matched_elme_name': '【口味随机】三得利SUNTORY 乌龙茶饮料 500毫升/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.5266}, {'matched_elme_id': 950656340154, 'matched_elme_name': '【口味随机】东方树叶 0卡茶饮料 500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2548}, {'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.2462}]"
20319618647,if 椰汁水国进口纯椰子水果汁无添加  350ml／瓶,350毫升,"[{'matched_elme_id': 949024023781, 'matched_elme_name': '真露JINRO 13度桃子味利口酒 360毫升/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.3525}, {'matched_elme_id': 949475110648, 'matched_elme_name': '【口味随机】三得利SUNTORY 乌龙茶饮料 500毫升/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.3522}, {'matched_elme_id': 950106965145, 'matched_elme_name': '屈臣氏watsons 香草味苏打汽水 330毫升/罐', 'matched_elme_spec': nan, 'similarity_score': 0.3427}]"
20317676593,农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml_瓶,500毫升/瓶,"[{'matched_elme_id': 949032295071, 'matched_elme_name': '农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.8861}, {'matched_elme_id': 949475110648, 'matched_elme_name': '【口味随机】三得利SUNTORY 乌龙茶饮料 500毫升/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.3409}, {'matched_elme_id': 950656340154, 'matched_elme_name': '【口味随机】东方树叶 0卡茶饮料 500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.1788}]"
20319807738,农夫山泉 天然饮用水 1.5L／瓶 天然水大瓶装,1.5l*1瓶,"[{'matched_elme_id': 949492998044, 'matched_elme_name': '农夫山泉 天然饮用水 5L／桶', 'matched_elme_spec': nan, 'similarity_score': 0.8712}, {'matched_elme_id': 950127145958, 'matched_elme_name': '农夫山泉 饮用水 饮用天然水 380ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.4411}, {'matched_elme_id': 950121025012, 'matched_elme_name': '百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.1184}]"
20317945136,百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶,348ml/瓶,"[{'matched_elme_id': 950121025012, 'matched_elme_name': '百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.9528}, {'matched_elme_id': 949492998044, 'matched_elme_name': '农夫山泉 天然饮用水 5L／桶', 'matched_elme_spec': nan, 'similarity_score': 0.1458}, {'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20319298638,【国货之光】娃哈哈 饮用纯净水 596ml／瓶,596ml*1瓶,"[{'matched_elme_id': 949029551023, 'matched_elme_name': '农夫山泉 饮用纯净水 550ml*12瓶（整件散装随机）', 'matched_elme_spec': nan, 'similarity_score': 0.4223}, {'matched_elme_id': 950127145958, 'matched_elme_name': '农夫山泉 饮用水 饮用天然水 380ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2384}, {'matched_elme_id': 949011555171, 'matched_elme_name': '娃哈哈营养快线 水果酸奶饮品 500g/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2261}]"
20317391196,哇哈哈 ad钙奶 220g_瓶,220g*1瓶,"[{'matched_elme_id': 949486646497, 'matched_elme_name': '哇哈哈 ad钙奶 220g/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.9401}, {'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}, {'matched_elme_id': 950103769331, 'matched_elme_name': '康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20317993427,怡宝 饮用纯净水 饮用水  555ml／瓶,555ml*1瓶,"[{'matched_elme_id': 950127145958, 'matched_elme_name': '农夫山泉 饮用水 饮用天然水 380ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.4907}, {'matched_elme_id': 949029551023, 'matched_elme_name': '农夫山泉 饮用纯净水 550ml*12瓶（整件散装随机）', 'matched_elme_spec': nan, 'similarity_score': 0.4346}, {'matched_elme_id': 949492998044, 'matched_elme_name': '农夫山泉 天然饮用水 5L／桶', 'matched_elme_spec': nan, 'similarity_score': 0.2792}]"
20320121272,农夫山泉 天然饮用水 天然饮用水 550ml／瓶,550ml*1瓶,"[{'matched_elme_id': 949492998044, 'matched_elme_name': '农夫山泉 天然饮用水 5L／桶', 'matched_elme_spec': nan, 'similarity_score': 0.6486}, {'matched_elme_id': 950127145958, 'matched_elme_name': '农夫山泉 饮用水 饮用天然水 380ml／瓶', 'matched_elme_spec': nan, 'similarity_score': 0.3318}, {'matched_elme_id': 949029551023, 'matched_elme_name': '农夫山泉 饮用纯净水 550ml*12瓶（整件散装随机）', 'matched_elme_spec': nan, 'similarity_score': 0.3048}]"
20318784104,王老吉 植物凉茶清凉降火本草植物配制 310ml／罐,310ml*1罐,"[{'matched_elme_id': 949501242915, 'matched_elme_name': '王老吉 植物凉茶清凉降火本草植物配制 310ml／罐', 'matched_elme_spec': nan, 'similarity_score': 0.9662}, {'matched_elme_id': 949014347911, 'matched_elme_name': '王老吉 凉茶植物饮料 1.5升/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.5389}, {'matched_elme_id': 949475290173, 'matched_elme_name': '加多宝 凉茶 310ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.4263}]"
20593266460,元气森林 0糖0脂0卡气元气森林气泡水 480ml_瓶【口味随机】,480ml*1瓶,"[{'matched_elme_id': 950102261140, 'matched_elme_name': '元气森林 0糖0脂0卡气元气森林气泡水 480ml/瓶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.9666}, {'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.0973}, {'matched_elme_id': 950658656253, 'matched_elme_name': '脉动 维生素饮料 600ml/瓶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.085}]"
20319326172,百威 9.7°P啤酒 500ml_听,500ml*1听,"[{'matched_elme_id': 949474714550, 'matched_elme_name': '百威 9.7°P啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.9336}, {'matched_elme_id': 949011367952, 'matched_elme_name': '百威Budweiser 9.7°P啤酒 500ml*3罐/盒', 'matched_elme_spec': nan, 'similarity_score': 0.7363}, {'matched_elme_id': 950129193493, 'matched_elme_name': '青岛啤酒 10°P经典啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.4786}]"
20317718385,雪碧 清爽柠檬味汽水 500ml／瓶 透心凉夏季解渴饮品,500ml*1瓶,"[{'matched_elme_id': 949475726937, 'matched_elme_name': '雪碧Sprite 清爽柠檬味雪碧汽水 2l/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.5414}, {'matched_elme_id': 949494350862, 'matched_elme_name': '雪花清爽 清爽8°P啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.4594}, {'matched_elme_id': 949032295071, 'matched_elme_name': '农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2659}]"
20317827561,雪花清爽 清爽8°P啤酒 500ml_听,500ml*1听,"[{'matched_elme_id': 949494350862, 'matched_elme_name': '雪花清爽 清爽8°P啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.9672}, {'matched_elme_id': 949474714550, 'matched_elme_name': '百威 9.7°P啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.3905}, {'matched_elme_id': 950129193493, 'matched_elme_name': '青岛啤酒 10°P经典啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.3184}]"
20317119570,可口可乐 零度无糖汽水 0糖0脂肪健身必备 330ml／罐,330ml*1罐,"[{'matched_elme_id': 949012951044, 'matched_elme_name': '【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.4238}, {'matched_elme_id': 949016895490, 'matched_elme_name': '北冰洋 橙汁汽水 330ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.417}, {'matched_elme_id': 949476290380, 'matched_elme_name': '锐澳 微醺葡萄白兰地味鸡尾酒 330ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.2433}]"
20318264219,【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml_罐,330ml*1罐,"[{'matched_elme_id': 949012951044, 'matched_elme_name': '【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.9671}, {'matched_elme_id': 949016895490, 'matched_elme_name': '北冰洋 橙汁汽水 330ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.3368}, {'matched_elme_id': 949475726937, 'matched_elme_name': '雪碧Sprite 清爽柠檬味雪碧汽水 2l/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.1975}]"
20319447634,【口味随机】东方树叶 0卡茶饮料 500ml_瓶,500ml*1瓶,"[{'matched_elme_id': 950656340154, 'matched_elme_name': '【口味随机】东方树叶 0卡茶饮料 500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.9611}, {'matched_elme_id': 949474714550, 'matched_elme_name': '百威 9.7°P啤酒 500ml/听', 'matched_elme_spec': nan, 'similarity_score': 0.2628}, {'matched_elme_id': 949032295071, 'matched_elme_name': '农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2434}]"
20319487391,雪菲力 荔枝味复合果汁饮料 250ml_盒,250ml*1盒,"[{'matched_elme_id': 949497690817, 'matched_elme_name': '伊利 纯牛奶  伊利品质值得信赖 250ml／盒', 'matched_elme_spec': nan, 'similarity_score': 0.2638}, {'matched_elme_id': 949013551412, 'matched_elme_name': '江小白 15度果汁含量＞30%果立方白葡萄味果汁酒 168ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.2424}, {'matched_elme_id': 949015455720, 'matched_elme_name': '锐澳RIO 8度强爽荔枝伏特加鸡尾酒 500ml/罐', 'matched_elme_spec': nan, 'similarity_score': 0.1462}]"
20319528527,伊利 草莓味优酸乳 250ml／盒 酸酸甜甜就是我,250ml*1盒,"[{'matched_elme_id': 949497690817, 'matched_elme_name': '伊利 纯牛奶  伊利品质值得信赖 250ml／盒', 'matched_elme_spec': nan, 'similarity_score': 0.5431}, {'matched_elme_id': 950692372216, 'matched_elme_name': '真露JINRO 13度草莓味利口酒 360ml/瓶', 'matched_elme_spec': nan, 'similarity_score': 0.1818}, {'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20317996612,鲲乐 素牛味棒辣条小零食回忆辣条怀旧零食 15g／袋,15克/袋,"[{'matched_elme_id': 949032555760, 'matched_elme_name': '麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条', 'matched_elme_spec': nan, 'similarity_score': 0.3917}, {'matched_elme_id': 950128361417, 'matched_elme_name': '优粮 小滑头儿时回忆怀旧小零食素食经典 18g／袋', 'matched_elme_spec': nan, 'similarity_score': 0.3635}, {'matched_elme_id': 949045691487, 'matched_elme_name': '【口味随机】旺仔 QQ糖休闲小零食 20g／袋', 'matched_elme_spec': nan, 'similarity_score': 0.1665}]"
20318112912,味芝元 香辣鱼排 26g／袋,26g*1袋,"[{'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}, {'matched_elme_id': 950103769331, 'matched_elme_name': '康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}, {'matched_elme_id': 949473714726, 'matched_elme_name': '上好佳 鲜虾片膨化食品 80克/袋', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20317836095,南街村 北京麻辣方便面 65g／袋 儿时的味道经典麻辣味,65g*1袋,"[{'matched_elme_id': 950676368263, 'matched_elme_name': '南街村 北京麻辣方便面 65g／袋 儿时的味道经典麻辣味', 'matched_elme_spec': nan, 'similarity_score': 0.9561}, {'matched_elme_id': 949021931793, 'matched_elme_name': '合味道 五香牛肉风味方便面 77g/杯', 'matched_elme_spec': nan, 'similarity_score': 0.2063}, {'matched_elme_id': 950657484362, 'matched_elme_name': '麻辣王子 很麻很辣麻辣条 73g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.1864}]"
20426248351,余同乐 素食北京烤鸭其他豆制品 76g_袋,76g*1袋,"[{'matched_elme_id': 950128361417, 'matched_elme_name': '优粮 小滑头儿时回忆怀旧小零食素食经典 18g／袋', 'matched_elme_spec': nan, 'similarity_score': 0.3548}, {'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}, {'matched_elme_id': 950103769331, 'matched_elme_name': '康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20317544670,双汇 台式烤香肠 38g_袋,38g*1袋,"[{'matched_elme_id': 949031079366, 'matched_elme_name': '双汇 台式烤香肠 38g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.9401}, {'matched_elme_id': 950657120093, 'matched_elme_name': '汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}, {'matched_elme_id': 950103769331, 'matched_elme_name': '康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶', 'matched_elme_spec': nan, 'similarity_score': 0.0}]"
20317832437,麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条,18g*1袋,"[{'matched_elme_id': 949032555760, 'matched_elme_name': '麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条', 'matched_elme_spec': nan, 'similarity_score': 0.9696}, {'matched_elme_id': 950657484362, 'matched_elme_name': '麻辣王子 很麻很辣麻辣条 73g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.2584}, {'matched_elme_id': 950128361417, 'matched_elme_name': '优粮 小滑头儿时回忆怀旧小零食素食经典 18g／袋', 'matched_elme_spec': nan, 'similarity_score': 0.1609}]"
20318422176,卫龙 香辣味大面筋辣条102g／袋 卫龙休闲小零食,102g*1袋,"[{'matched_elme_id': 949013951817, 'matched_elme_name': '卫龙亲嘴烧 经典香辣味调味面制品 20g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.4263}, {'matched_elme_id': 949032555760, 'matched_elme_name': '麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条', 'matched_elme_spec': nan, 'similarity_score': 0.2227}, {'matched_elme_id': 949045691487, 'matched_elme_name': '【口味随机】旺仔 QQ糖休闲小零食 20g／袋', 'matched_elme_spec': nan, 'similarity_score': 0.2203}]"
20512614732,迪味臻 山椒味泡椒凤爪 35g_袋,32g*1袋,"[{'matched_elme_id': 949479934319, 'matched_elme_name': '迪味臻五香卤蛋 30g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.3051}, {'matched_elme_id': 950672352489, 'matched_elme_name': '王小卤 香辣味虎皮凤爪 105g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.2684}, {'matched_elme_id': 950660220015, 'matched_elme_name': '中街 糯米糍香草口味雪糕 35g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.2217}]"
20428212802,琥珀小米锅巴 麻辣味小米锅巴含油型膨化食品 22g_袋,22g*1袋,"[{'matched_elme_id': 949473714726, 'matched_elme_name': '上好佳 鲜虾片膨化食品 80克/袋', 'matched_elme_spec': nan, 'similarity_score': 0.3129}, {'matched_elme_id': 950676368263, 'matched_elme_name': '南街村 北京麻辣方便面 65g／袋 儿时的味道经典麻辣味', 'matched_elme_spec': nan, 'similarity_score': 0.2718}, {'matched_elme_id': 949472446011, 'matched_elme_name': '上好佳Oishi 无反式脂肪海苔味日式鱼果膨化食品 50g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.1968}]"
20595280329,康师傅 方便面 112g_桶【口味随机】,112g*1桶,"[{'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.9365}, {'matched_elme_id': 950662664340, 'matched_elme_name': '【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.2033}, {'matched_elme_id': 950094933365, 'matched_elme_name': '康师傅 低糖绿茶饮料 1l/瓶【红绿随机】', 'matched_elme_spec': nan, 'similarity_score': 0.1819}]"
20318701286,【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g_袋,35g*1袋,"[{'matched_elme_id': 950662664340, 'matched_elme_name': '【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.9571}, {'matched_elme_id': 950660220015, 'matched_elme_name': '中街 糯米糍香草口味雪糕 35g/袋', 'matched_elme_spec': nan, 'similarity_score': 0.294}, {'matched_elme_id': 950103657459, 'matched_elme_name': '康师傅 方便面 112g/桶【口味随机】', 'matched_elme_spec': nan, 'similarity_score': 0.2439}]"
